animal_id,timestamp,temperature,Fxa,Mya,Rza,Sxg,Lyg,Dzg
A002,2025-10-30 03:29:00,38.48,0.062,0.032,0.885,0.777,0.536,0.604
A002,2025-10-30 03:30:00,38.5,0.04,-0.003,0.889,0.897,0.401,0.63
A002,2025-10-30 03:31:00,38.41,0.049,0.008,0.928,0.627,0.476,0.694
A002,2025-10-30 03:32:00,38.5,0.042,-0.021,0.966,0.788,0.352,0.568
A002,2025-10-30 03:33:00,38.51,0.047,0.003,0.933,0.461,0.456,0.377
A002,2025-10-30 03:34:00,38.46,0.037,0.006,0.888,1.05,0.403,0.369
A002,2025-10-30 03:35:00,38.49,0.05,-0.006,0.888,0.536,0.575,0.699
A002,2025-10-30 03:36:00,38.49,0.033,-0.019,0.881,0.862,0.216,0.505
A002,2025-10-30 03:37:00,38.47,0.087,0.031,0.91,0.613,0.225,0.487
A002,2025-10-30 03:38:00,38.55,0.042,-0.006,0.878,1.118,0.543,0.506
A002,2025-10-30 03:39:00,38.51,0.05,0.004,0.922,0.719,0.213,0.133
A002,2025-10-30 03:40:00,38.47,0.073,-0.001,0.947,0.652,0.22,0.44
A002,2025-10-30 03:41:00,38.45,0.124,0.023,0.886,0.647,0.469,0.53
A002,2025-10-30 03:42:00,38.51,0.041,-0.014,0.917,0.559,0.465,0.326
A002,2025-10-30 03:43:00,38.5,0.046,0.029,0.903,0.879,0.221,0.479
A002,2025-10-30 03:44:00,38.45,0.152,-0.011,0.904,1.06,0.434,0.38
A002,2025-10-30 03:45:00,38.48,0.076,-0.038,0.919,0.42,0.494,0.678
A002,2025-10-30 03:46:00,38.6,0.114,0.005,0.958,0.673,0.362,0.592
A002,2025-10-30 03:47:00,38.49,0.068,-0.003,0.924,0.679,0.561,0.675
A002,2025-10-30 03:48:00,38.46,-0.003,0.006,0.854,0.617,0.083,0.511
A002,2025-10-30 03:49:00,38.44,0.068,0.03,0.883,0.791,0.335,0.526
A002,2025-10-30 03:50:00,38.43,0.033,0.003,0.887,1.022,0.285,0.631
A002,2025-10-30 03:51:00,38.48,0.032,0.003,0.987,0.564,0.418,0.802
A002,2025-10-30 03:52:00,38.42,-0.009,-0.013,0.878,0.978,0.213,0.178
A002,2025-10-30 03:53:00,38.5,-0.012,0.06,0.968,0.954,0.459,0.628
A002,2025-10-30 03:54:00,38.43,0.084,0.023,0.854,0.726,0.298,0.345
A002,2025-10-30 03:55:00,38.46,0.075,-0.012,0.907,0.82,0.395,0.514
A002,2025-10-30 03:56:00,38.47,0.077,0.002,0.873,0.794,0.182,0.473
A002,2025-10-30 03:57:00,38.53,0.025,0.003,0.86,0.846,0.364,0.576
A002,2025-10-30 03:58:00,38.49,0.053,-0.012,0.886,0.667,0.435,0.414
A002,2025-10-30 03:59:00,38.51,-0.013,-0.004,0.861,0.685,0.719,0.44
A002,2025-10-30 04:00:00,38.46,0.083,-0.012,0.881,0.904,0.405,0.661
A002,2025-10-30 04:01:00,38.38,0.013,0.01,0.895,1.021,0.468,0.387
A002,2025-10-30 04:02:00,38.5,-0.014,0.014,0.923,1.193,0.227,0.555
A002,2025-10-30 04:03:00,38.53,0.006,0.041,0.905,0.958,0.208,0.365
A002,2025-10-30 04:04:00,38.48,0.069,-0.005,0.876,0.911,0.492,0.498
A002,2025-10-30 04:05:00,38.41,0.054,0.018,0.86,0.855,0.532,0.507
A002,2025-10-30 04:06:00,38.56,0.058,-0.004,0.851,0.901,0.415,0.438
A002,2025-10-30 04:07:00,38.52,0.04,-0.008,0.894,1.033,0.199,0.629
A002,2025-10-30 04:08:00,38.58,0.07,-0.024,0.868,0.399,0.382,0.545
A002,2025-10-30 04:09:00,38.53,-0.001,0.021,0.912,0.895,0.463,0.774
A002,2025-10-30 04:10:00,38.52,0.09,0.007,0.884,0.481,0.351,0.667
A002,2025-10-30 04:11:00,38.54,0.071,0.001,0.886,0.592,0.398,0.456
A002,2025-10-30 04:12:00,38.52,0.063,-0.004,0.885,0.794,0.109,0.46
A002,2025-10-30 04:13:00,38.49,0.054,0.014,0.905,0.504,0.229,0.583
A002,2025-10-30 04:14:00,38.53,0.061,-0.003,0.889,0.946,0.233,0.527
A002,2025-10-30 04:15:00,38.55,0.011,0.023,0.859,1.178,0.177,0.492
A002,2025-10-30 04:16:00,38.46,0.037,0.028,0.918,0.692,0.114,0.529
A002,2025-10-30 04:17:00,38.49,0.06,0.026,0.914,1.005,0.348,0.585
A002,2025-10-30 04:18:00,38.5,0.037,-0.031,0.918,1.183,0.465,0.426
A002,2025-10-30 04:19:00,38.48,0.069,0.01,0.929,0.845,0.357,0.348
A002,2025-10-30 04:20:00,38.43,0.077,0.005,0.87,0.795,0.243,0.551
A002,2025-10-30 04:21:00,38.48,0.083,0.006,0.92,1.197,0.623,0.855
A002,2025-10-30 04:22:00,38.4,0.052,0.002,0.879,0.796,0.301,0.425
A002,2025-10-30 04:23:00,38.54,0.033,0.037,0.911,0.78,0.404,0.599
A002,2025-10-30 04:24:00,38.51,0.024,-0.02,0.874,0.415,0.269,0.531
A002,2025-10-30 04:25:00,38.45,0.041,0.023,0.903,0.624,0.484,0.557
A002,2025-10-30 04:26:00,38.45,0.04,0.01,0.838,0.723,0.441,0.739
A002,2025-10-30 04:27:00,38.5,0.057,0.016,0.917,1.221,0.387,0.356
A002,2025-10-30 04:28:00,38.63,0.057,0.021,0.923,0.912,0.405,0.409
A002,2025-10-30 04:29:00,38.42,0.082,0.03,0.983,0.766,0.63,0.711
A002,2025-10-30 04:30:00,38.57,0.051,0.013,0.924,1.178,0.638,0.74
A002,2025-10-30 04:31:00,38.52,-0.001,-0.009,0.898,0.877,0.675,0.27
A002,2025-10-30 04:32:00,38.49,0.05,0.009,0.919,1.04,0.25,0.629
A002,2025-10-30 04:33:00,38.5,0.092,-0.001,0.893,0.988,0.756,0.407
A002,2025-10-30 04:34:00,38.41,0.004,-0.006,0.905,0.81,0.279,0.414
A002,2025-10-30 04:35:00,38.54,0.089,-0.003,0.929,0.733,0.605,0.699
A002,2025-10-30 04:36:00,38.57,0.08,0.005,0.903,0.94,0.71,0.39
A002,2025-10-30 04:37:00,38.58,0.069,-0.002,0.875,1.148,0.283,0.648
A002,2025-10-30 04:38:00,38.49,0.053,0.036,0.899,1.212,0.343,0.703
A002,2025-10-30 04:39:00,38.51,-0.002,0.022,0.945,1.074,0.325,0.569
A002,2025-10-30 04:40:00,38.41,0.015,0.007,0.884,0.838,0.499,0.692
A002,2025-10-30 04:41:00,38.48,0.014,0.02,0.864,1.177,0.523,0.456
A002,2025-10-30 04:42:00,38.56,0.031,0.013,0.914,0.973,0.602,0.527
A002,2025-10-30 04:43:00,38.57,0.018,0.041,0.863,1.081,0.442,0.639
A002,2025-10-30 04:44:00,38.51,0.032,0.023,0.907,0.455,0.365,0.489
A002,2025-10-30 04:45:00,38.51,-0.019,0.038,0.897,0.82,0.549,0.451
A002,2025-10-30 04:46:00,38.6,0.02,-0.033,0.903,0.869,0.367,0.713
A002,2025-10-30 04:47:00,38.47,0.015,-0.011,0.943,0.463,0.534,0.435
A002,2025-10-30 04:48:00,38.54,0.005,0.016,0.91,0.632,0.279,0.491
A002,2025-10-30 04:49:00,38.45,0.144,0.033,0.874,0.759,0.145,0.427
A002,2025-10-30 04:50:00,38.45,0.053,-0.002,0.87,0.837,0.281,0.296
A002,2025-10-30 04:51:00,38.41,0.047,0.009,0.959,0.654,0.657,0.344
A002,2025-10-30 04:52:00,38.45,0.043,0.053,0.951,0.716,0.337,0.496
A002,2025-10-30 04:53:00,38.41,0.079,0.016,0.94,0.913,0.37,0.844
A002,2025-10-30 04:54:00,38.54,0.08,0.003,0.911,0.707,0.28,0.491
A002,2025-10-30 04:55:00,38.44,0.037,0.002,0.913,0.789,0.313,0.479
A002,2025-10-30 04:56:00,38.54,0.031,-0.008,0.94,0.785,0.262,0.243
A002,2025-10-30 04:57:00,38.54,0.029,0.026,0.86,0.967,0.525,0.643
A002,2025-10-30 04:58:00,38.47,0.031,0.01,0.962,0.69,0.343,0.257
A002,2025-10-30 04:59:00,38.49,0.051,0.001,0.867,0.706,0.478,0.326
A002,2025-10-30 05:00:00,38.43,0.094,0.001,0.959,1.05,0.395,0.343
A002,2025-10-30 05:01:00,38.48,0.054,0.01,0.91,0.786,0.233,0.624
A002,2025-10-30 05:02:00,38.48,0.043,0.011,0.904,0.449,0.365,0.719
A002,2025-10-30 05:03:00,38.43,0.029,-0.027,0.869,0.755,0.381,0.562
A002,2025-10-30 05:04:00,38.48,0.106,-0.019,0.926,1.479,0.35,0.302
A002,2025-10-30 05:05:00,38.55,0.06,0.004,0.858,1.0,0.285,0.611
A002,2025-10-30 05:06:00,38.52,0.093,0.021,0.938,0.774,0.531,0.301
A002,2025-10-30 05:07:00,38.47,0.072,0.036,0.888,0.945,0.385,0.504
A002,2025-10-30 05:08:00,38.49,0.077,0.037,0.897,1.18,0.319,0.457
A002,2025-10-30 05:09:00,38.49,0.054,0.029,0.895,0.717,0.363,0.332
A002,2025-10-30 05:10:00,38.56,0.08,0.007,0.881,0.769,0.193,0.497
A002,2025-10-30 05:11:00,38.49,0.058,-0.003,0.842,0.566,0.581,0.556
A002,2025-10-30 05:12:00,38.39,0.063,0.014,0.843,0.939,0.538,0.594
A002,2025-10-30 05:13:00,38.57,0.031,-0.022,0.832,0.856,0.21,0.592
A002,2025-10-30 05:14:00,38.55,-0.025,0.004,0.88,1.2,0.564,0.659
A002,2025-10-30 05:15:00,38.52,0.042,0.032,0.919,0.735,0.568,0.639
A002,2025-10-30 05:16:00,38.47,0.003,0.021,0.865,0.496,0.296,0.625
A002,2025-10-30 05:17:00,38.45,-0.027,0.019,0.879,1.036,0.494,0.812
A002,2025-10-30 05:18:00,38.47,0.044,-0.007,0.907,0.94,0.441,0.288
A002,2025-10-30 05:19:00,38.63,0.028,0.008,0.902,0.758,0.304,0.56
A002,2025-10-30 05:20:00,38.54,0.062,-0.002,0.881,1.048,0.265,0.218
A002,2025-10-30 05:21:00,38.52,0.063,0.028,0.875,0.738,0.456,0.765
A002,2025-10-30 05:22:00,38.5,0.081,0.033,0.944,0.738,0.252,0.49
A002,2025-10-30 05:23:00,38.53,0.1,0.024,0.92,1.114,0.464,0.744
A002,2025-10-30 05:24:00,38.42,0.044,-0.032,0.912,1.034,0.532,0.537
A002,2025-10-30 05:25:00,38.46,0.065,0.007,0.952,1.098,0.165,0.792
A002,2025-10-30 05:26:00,38.54,0.01,0.022,0.884,0.936,0.257,0.088
A002,2025-10-30 05:27:00,38.53,0.064,0.015,0.957,0.428,0.133,0.387
A002,2025-10-30 05:28:00,38.47,-0.006,0.02,0.965,0.325,0.321,0.479
A002,2025-10-30 05:29:00,38.48,0.054,0.002,0.879,0.728,0.369,0.415
A002,2025-10-30 05:30:00,38.47,0.076,0.013,0.874,0.717,0.422,0.529
A002,2025-10-30 05:31:00,38.51,0.047,0.014,0.872,0.92,0.568,0.356
A002,2025-10-30 05:32:00,38.6,0.036,0.026,0.892,0.803,0.107,0.491
A002,2025-10-30 05:33:00,38.5,0.076,0.012,0.854,0.836,0.481,0.598
A002,2025-10-30 05:34:00,38.44,0.024,0.057,0.922,0.783,0.404,0.606
A002,2025-10-30 05:35:00,38.54,0.009,0.017,0.929,1.109,0.457,0.375
A002,2025-10-30 05:36:00,38.52,-0.015,0.003,0.896,0.654,0.428,0.618
A002,2025-10-30 05:37:00,38.42,0.082,0.049,0.911,0.932,0.348,0.405
A002,2025-10-30 05:38:00,38.52,-0.005,0.004,0.915,0.708,0.488,0.553
A002,2025-10-30 05:39:00,38.5,0.025,0.002,0.95,0.686,0.274,0.601
A002,2025-10-30 05:40:00,38.52,0.042,0.012,0.858,0.823,0.602,0.066
A002,2025-10-30 05:41:00,38.42,0.08,0.019,0.903,0.978,0.426,0.249
A002,2025-10-30 05:42:00,38.51,0.083,0.028,0.893,0.769,0.387,0.516
A002,2025-10-30 05:43:00,38.57,-0.017,0.021,0.93,0.75,0.288,0.555
A002,2025-10-30 05:44:00,38.48,0.073,-0.019,0.911,0.589,0.154,0.354
A002,2025-10-30 05:45:00,38.34,0.048,0.014,0.867,0.392,0.468,0.382
A002,2025-10-30 05:46:00,38.48,0.069,0.042,0.845,1.212,0.392,0.739
A002,2025-10-30 05:47:00,38.46,0.077,0.015,0.895,1.003,0.419,0.71
A002,2025-10-30 05:48:00,38.48,0.092,-0.001,0.916,0.734,0.459,0.527
A002,2025-10-30 05:49:00,38.46,0.035,-0.019,0.998,0.917,0.289,0.486
A002,2025-10-30 05:50:00,38.52,0.019,0.001,0.894,0.805,0.516,0.508
A002,2025-10-30 05:51:00,38.55,0.015,0.009,0.903,0.398,0.714,0.637
A002,2025-10-30 05:52:00,38.47,0.06,0.007,0.909,0.82,0.502,0.504
A002,2025-10-30 05:53:00,38.54,0.054,-0.003,0.884,1.024,0.014,0.518
A002,2025-10-30 05:54:00,38.45,-0.001,0.04,0.932,0.568,0.538,0.539
A002,2025-10-30 05:55:00,38.47,-0.005,0.002,0.932,0.725,0.116,0.419
A002,2025-10-30 05:56:00,38.42,0.013,-0.001,0.896,0.891,0.491,0.435
A002,2025-10-30 05:57:00,38.58,0.052,0.027,0.889,1.019,0.572,0.349
A002,2025-10-30 05:58:00,38.54,0.08,-0.001,0.893,0.837,0.357,0.601
A002,2025-10-30 05:59:00,38.5,0.09,0.028,0.891,0.674,0.506,0.674
A002,2025-10-30 06:00:00,38.76,0.464,0.177,0.854,1.991,1.862,0.543
A002,2025-10-30 06:01:00,38.63,0.386,0.197,0.908,1.598,0.801,1.245
A002,2025-10-30 06:02:00,38.71,0.533,0.19,1.069,1.592,0.825,0.869
A002,2025-10-30 06:03:00,38.65,0.403,0.198,1.012,2.164,0.986,1.423
A002,2025-10-30 06:04:00,38.87,0.594,0.197,0.934,2.235,1.208,0.886
A002,2025-10-30 06:05:00,38.71,0.318,0.526,0.762,2.834,1.315,1.314
A002,2025-10-30 06:06:00,38.68,0.362,0.248,0.949,1.755,0.996,0.141
A002,2025-10-30 06:07:00,38.67,0.715,0.191,0.95,2.075,1.136,1.477
A002,2025-10-30 06:08:00,38.82,0.183,0.334,0.886,1.616,1.279,1.321
A002,2025-10-30 06:09:00,38.68,1.07,0.371,0.986,1.98,0.621,1.13
A002,2025-10-30 06:10:00,38.74,0.646,0.26,0.826,1.759,1.035,0.942
A002,2025-10-30 06:11:00,38.78,0.206,0.38,0.805,1.569,0.781,0.446
A002,2025-10-30 06:12:00,38.64,0.464,0.375,0.972,1.548,0.746,1.039
A002,2025-10-30 06:13:00,38.67,0.904,0.182,0.951,1.154,1.038,0.764
A002,2025-10-30 06:14:00,38.74,1.034,0.323,0.905,1.734,0.875,0.572
A002,2025-10-30 06:15:00,38.59,0.664,0.257,1.15,2.154,1.343,1.416
A002,2025-10-30 06:16:00,38.7,0.726,0.54,1.088,1.286,0.922,1.096
A002,2025-10-30 06:17:00,38.68,0.847,0.36,0.973,1.323,0.822,1.114
A002,2025-10-30 06:18:00,38.69,0.622,0.433,0.774,0.926,1.299,0.634
A002,2025-10-30 06:19:00,38.82,0.258,0.252,0.961,1.579,1.032,1.227
A002,2025-10-30 06:20:00,38.68,0.917,0.149,0.958,2.116,2.154,1.564
A002,2025-10-30 06:21:00,38.62,0.441,0.453,0.997,2.201,1.358,0.887
A002,2025-10-30 06:22:00,38.77,0.508,0.247,0.858,1.056,1.602,1.261
A002,2025-10-30 06:23:00,38.75,0.054,0.255,1.056,2.096,1.55,0.659
A002,2025-10-30 06:24:00,38.73,0.369,0.271,1.116,1.229,0.958,0.857
A002,2025-10-30 06:25:00,38.66,0.733,0.301,1.038,2.053,1.2,0.67
A002,2025-10-30 06:26:00,38.75,0.359,0.142,0.999,1.196,1.127,1.007
A002,2025-10-30 06:27:00,38.89,0.336,0.115,1.022,1.47,1.546,1.348
A002,2025-10-30 06:28:00,38.63,0.848,0.064,0.955,1.765,1.388,0.379
A002,2025-10-30 06:29:00,38.73,0.83,0.386,0.913,1.339,0.692,1.248
A002,2025-10-30 06:30:00,38.73,0.516,0.259,0.961,0.977,1.152,0.73
A002,2025-10-30 06:31:00,38.82,0.33,0.357,0.983,1.788,1.286,0.632
A002,2025-10-30 06:32:00,38.76,1.008,0.252,0.925,1.476,1.479,1.22
A002,2025-10-30 06:33:00,38.62,0.683,0.299,0.906,1.358,1.138,1.186
A002,2025-10-30 06:34:00,38.66,0.546,0.44,0.972,1.692,0.26,0.801
A002,2025-10-30 06:35:00,38.76,0.779,0.442,0.897,1.859,0.723,0.846
A002,2025-10-30 06:36:00,38.68,0.484,0.285,0.864,1.483,1.121,0.476
A002,2025-10-30 06:37:00,38.76,0.434,0.411,0.906,1.714,1.298,0.83
A002,2025-10-30 06:38:00,38.68,0.495,0.208,0.893,1.933,1.756,0.511
A002,2025-10-30 06:39:00,38.66,0.513,0.235,1.012,1.894,1.13,0.902
A002,2025-10-30 06:40:00,38.67,0.636,0.131,0.964,1.286,1.615,1.088
A002,2025-10-30 06:41:00,38.54,0.52,0.224,0.966,1.438,1.191,1.271
A002,2025-10-30 06:42:00,38.85,0.536,0.412,0.806,0.585,1.248,0.95
A002,2025-10-30 06:43:00,38.74,0.164,0.269,0.89,1.691,0.9,1.07
A002,2025-10-30 06:44:00,38.74,0.18,0.31,0.981,1.832,1.17,0.795
A002,2025-10-30 06:45:00,38.51,0.504,0.347,0.911,1.395,1.018,0.8
A002,2025-10-30 06:46:00,38.7,0.26,0.239,0.956,1.914,1.128,0.878
A002,2025-10-30 06:47:00,38.69,-0.063,0.302,0.815,1.894,1.077,0.815
A002,2025-10-30 06:48:00,38.62,0.752,0.29,0.919,2.638,1.231,1.163
A002,2025-10-30 06:49:00,38.76,0.535,0.339,1.009,1.384,0.876,0.862
A002,2025-10-30 06:50:00,38.77,0.453,0.358,0.9,2.226,1.375,0.843
A002,2025-10-30 06:51:00,38.67,0.976,0.168,0.809,1.749,0.933,0.993
A002,2025-10-30 06:52:00,38.59,0.295,0.194,0.961,1.491,1.37,1.055
A002,2025-10-30 06:53:00,38.69,0.434,0.147,0.967,2.067,1.676,1.308
A002,2025-10-30 06:54:00,38.75,0.562,0.224,0.907,1.677,1.409,1.584
A002,2025-10-30 06:55:00,38.61,0.676,0.173,0.92,0.966,1.347,1.121
A002,2025-10-30 06:56:00,38.74,0.893,0.51,0.888,2.008,0.706,0.977
A002,2025-10-30 06:57:00,38.7,0.545,0.149,1.067,1.432,1.052,0.554
A002,2025-10-30 06:58:00,38.88,0.791,0.43,0.828,1.121,0.915,1.305
A002,2025-10-30 06:59:00,38.73,0.696,0.437,0.833,1.613,0.948,0.348
A002,2025-10-30 07:00:00,38.8,0.59,0.296,0.944,1.821,1.667,0.796
A002,2025-10-30 07:01:00,38.76,0.474,0.515,0.957,1.8,1.651,1.316
A002,2025-10-30 07:02:00,38.73,0.078,0.398,1.114,1.847,1.339,0.898
A002,2025-10-30 07:03:00,38.6,0.5,0.315,0.904,1.555,0.843,0.708
A002,2025-10-30 07:04:00,38.84,0.345,0.018,0.956,2.037,1.404,0.851
A002,2025-10-30 07:05:00,38.73,0.549,0.278,0.787,1.412,0.902,1.517
A002,2025-10-30 07:06:00,38.81,0.939,0.292,0.931,0.876,1.627,1.119
A002,2025-10-30 07:07:00,38.6,0.076,0.107,0.911,1.962,1.251,1.04
A002,2025-10-30 07:08:00,38.69,0.525,0.163,0.901,0.82,1.296,1.212
A002,2025-10-30 07:09:00,38.71,0.646,0.197,0.892,1.082,0.902,1.009
A002,2025-10-30 07:10:00,38.65,1.01,0.352,0.886,1.393,1.399,0.755
A002,2025-10-30 07:11:00,38.76,0.9,0.349,1.102,1.026,1.655,0.808
A002,2025-10-30 07:12:00,38.76,0.273,0.281,0.796,1.926,0.797,1.066
A002,2025-10-30 07:13:00,38.76,0.271,0.239,0.98,1.702,1.167,1.493
A002,2025-10-30 07:14:00,38.79,0.526,0.433,0.905,2.022,1.157,0.735
A002,2025-10-30 07:15:00,38.63,0.562,0.266,1.073,1.832,1.776,0.796
A002,2025-10-30 07:16:00,38.6,0.699,0.186,0.759,2.12,0.933,0.203
A002,2025-10-30 07:17:00,38.88,0.368,0.27,0.783,1.193,1.655,0.87
A002,2025-10-30 07:18:00,38.7,0.491,0.296,0.895,1.885,0.824,1.222
A002,2025-10-30 07:19:00,38.61,0.602,0.21,1.0,1.542,1.649,0.974
A002,2025-10-30 07:20:00,38.64,0.222,0.156,0.846,1.741,1.497,0.803
A002,2025-10-30 07:21:00,38.71,0.446,0.101,0.91,1.841,1.512,1.142
A002,2025-10-30 07:22:00,38.7,0.694,0.388,0.906,1.376,1.056,0.672
A002,2025-10-30 07:23:00,38.75,0.253,0.45,0.982,1.881,1.549,0.979
A002,2025-10-30 07:24:00,38.61,0.807,0.143,0.855,1.89,1.919,1.045
A002,2025-10-30 07:25:00,38.71,0.432,0.343,1.081,0.926,1.417,1.195
A002,2025-10-30 07:26:00,38.7,0.632,0.163,0.963,1.78,1.583,1.239
A002,2025-10-30 07:27:00,38.62,1.339,0.262,0.88,1.102,1.322,1.027
A002,2025-10-30 07:28:00,38.59,0.815,0.286,0.73,1.678,1.264,1.307
A002,2025-10-30 07:29:00,38.8,0.498,0.231,1.023,1.666,1.669,1.411
A002,2025-10-30 07:30:00,38.78,0.598,0.436,1.004,1.591,1.203,0.957
A002,2025-10-30 07:31:00,38.76,0.673,0.399,0.984,2.215,1.073,0.954
A002,2025-10-30 07:32:00,38.63,0.082,0.593,0.986,1.508,1.552,1.137
A002,2025-10-30 07:33:00,38.73,0.662,0.287,0.939,2.396,1.139,1.157
A002,2025-10-30 07:34:00,38.66,0.769,0.255,0.949,1.213,1.723,0.747
A002,2025-10-30 07:35:00,38.7,0.509,0.268,0.962,1.637,1.467,1.535
A002,2025-10-30 07:36:00,38.76,0.775,0.196,0.933,0.89,1.202,0.792
A002,2025-10-30 07:37:00,38.73,0.528,0.299,0.943,1.808,0.944,0.806
A002,2025-10-30 07:38:00,38.81,0.621,0.339,1.112,1.252,1.362,1.093
A002,2025-10-30 07:39:00,38.59,0.744,0.358,0.91,1.855,0.906,0.561
A002,2025-10-30 07:40:00,38.63,0.065,0.207,0.976,1.799,1.921,1.362
A002,2025-10-30 07:41:00,38.63,0.868,0.322,0.94,1.99,1.429,1.29
A002,2025-10-30 07:42:00,38.8,0.446,0.159,0.859,0.991,1.72,0.669
A002,2025-10-30 07:43:00,38.79,0.838,0.174,0.985,1.385,1.73,1.447
A002,2025-10-30 07:44:00,38.61,0.582,0.448,1.041,1.047,0.238,0.867
A002,2025-10-30 07:45:00,38.64,1.051,0.199,0.966,1.825,1.089,0.837
A002,2025-10-30 07:46:00,38.79,0.302,0.407,0.942,1.32,1.557,1.666
A002,2025-10-30 07:47:00,38.67,0.543,0.344,0.927,1.571,1.636,1.032
A002,2025-10-30 07:48:00,38.76,0.768,0.457,0.927,0.982,1.495,0.949
A002,2025-10-30 07:49:00,38.69,0.497,0.363,0.957,1.667,1.12,0.472
A002,2025-10-30 07:50:00,38.74,0.609,0.245,1.109,1.422,1.107,0.898
A002,2025-10-30 07:51:00,38.73,0.334,0.165,0.9,1.288,1.298,1.364
A002,2025-10-30 07:52:00,38.66,0.927,0.216,0.896,1.713,1.419,1.17
A002,2025-10-30 07:53:00,38.57,0.643,0.228,0.848,0.998,0.966,1.433
A002,2025-10-30 07:54:00,38.66,0.696,0.309,0.9,1.583,1.256,0.919
A002,2025-10-30 07:55:00,38.77,0.687,0.135,0.965,1.729,0.775,1.11
A002,2025-10-30 07:56:00,38.63,0.605,0.197,0.852,1.575,1.161,0.583
A002,2025-10-30 07:57:00,38.74,0.736,0.337,0.895,2.26,0.634,0.592
A002,2025-10-30 07:58:00,38.76,0.528,0.258,1.045,1.923,1.771,0.965
A002,2025-10-30 07:59:00,38.75,0.58,0.28,0.997,0.819,1.617,1.211
A002,2025-10-30 08:00:00,38.7,0.055,0.22,1.018,2.051,1.192,0.829
A002,2025-10-30 08:01:00,38.77,0.166,0.146,1.102,2.176,2.047,0.9
A002,2025-10-30 08:02:00,38.71,0.918,0.422,0.874,2.026,0.776,1.048
A002,2025-10-30 08:03:00,38.7,0.45,0.16,1.006,1.597,1.374,0.564
A002,2025-10-30 08:04:00,38.62,0.731,0.387,0.741,1.967,1.672,1.251
A002,2025-10-30 08:05:00,38.7,0.871,0.275,0.942,1.321,1.171,1.06
A002,2025-10-30 08:06:00,38.72,0.813,0.26,0.951,1.304,1.084,0.965
A002,2025-10-30 08:07:00,38.74,0.356,0.485,0.949,1.952,1.451,1.034
A002,2025-10-30 08:08:00,38.63,0.675,0.396,0.922,2.077,1.305,1.159
A002,2025-10-30 08:09:00,38.63,0.475,0.24,0.989,1.754,1.43,0.904
A002,2025-10-30 08:10:00,38.69,0.836,0.287,0.983,1.026,1.462,0.607
A002,2025-10-30 08:11:00,38.68,0.421,0.293,0.926,1.059,0.854,0.509
A002,2025-10-30 08:12:00,38.79,0.644,0.4,0.844,1.379,0.793,1.098
A002,2025-10-30 08:13:00,38.74,0.627,0.159,0.94,1.282,1.478,0.938
A002,2025-10-30 08:14:00,38.54,0.996,0.268,0.866,0.91,0.895,0.323
A002,2025-10-30 08:15:00,38.57,0.82,0.12,1.061,1.828,1.447,1.284
A002,2025-10-30 08:16:00,38.63,0.805,0.16,0.983,1.941,1.484,0.452
A002,2025-10-30 08:17:00,38.64,1.07,0.4,0.987,1.27,1.023,0.554
A002,2025-10-30 08:18:00,38.73,0.31,0.172,0.964,1.172,1.148,0.347
A002,2025-10-30 08:19:00,38.74,0.057,0.296,0.991,1.388,1.027,0.949
A002,2025-10-30 08:20:00,38.8,0.456,0.287,0.806,2.253,1.335,0.925
A002,2025-10-30 08:21:00,38.84,0.38,0.005,0.937,1.538,1.154,1.127
A002,2025-10-30 08:22:00,38.59,0.658,0.166,0.97,1.54,0.793,0.556
A002,2025-10-30 08:23:00,38.68,0.79,0.284,0.957,1.963,1.658,0.993
A002,2025-10-30 08:24:00,38.69,0.783,0.202,1.02,1.323,0.851,1.017
A002,2025-10-30 08:25:00,38.73,0.658,0.089,0.978,1.07,1.714,1.251
A002,2025-10-30 08:26:00,38.64,0.779,0.312,1.041,1.896,1.475,0.631
A002,2025-10-30 08:27:00,38.71,0.457,-0.08,0.946,1.234,2.039,0.739
A002,2025-10-30 08:28:00,38.67,0.421,0.119,0.979,1.763,1.21,0.877
A002,2025-10-30 08:29:00,38.65,0.269,0.222,0.98,0.989,1.084,0.503
A002,2025-10-30 08:30:00,38.64,-0.0,0.388,0.912,1.947,1.301,0.642
A002,2025-10-30 08:31:00,38.65,0.707,0.135,1.054,0.891,1.233,0.924
A002,2025-10-30 08:32:00,38.7,0.842,0.144,1.018,1.466,1.188,1.145
A002,2025-10-30 08:33:00,38.7,0.323,0.287,0.924,1.411,0.95,1.246
A002,2025-10-30 08:34:00,38.8,0.914,0.156,0.925,1.347,1.588,0.619
A002,2025-10-30 08:35:00,38.83,0.891,0.113,0.884,1.863,1.979,0.976
A002,2025-10-30 08:36:00,38.69,0.427,0.117,0.872,1.85,1.493,1.301
A002,2025-10-30 08:37:00,38.56,0.237,0.282,1.023,1.139,1.493,0.297
A002,2025-10-30 08:38:00,38.71,0.506,0.186,0.861,2.382,0.593,1.125
A002,2025-10-30 08:39:00,38.79,0.606,0.366,1.009,1.177,0.494,0.81
A002,2025-10-30 08:40:00,38.59,0.406,0.182,1.006,2.316,1.198,1.266
A002,2025-10-30 08:41:00,38.64,0.218,0.367,0.969,1.127,0.656,1.001
A002,2025-10-30 08:42:00,38.61,0.886,0.162,0.96,1.605,1.034,0.846
A002,2025-10-30 08:43:00,38.72,0.584,0.218,0.928,1.879,0.567,0.797
